"","CRASH_CRN","DISTRICT","CRASH_COUNTY","MUNICIPALITY","POLICE_AGCY","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","COLLISION_TYPE","RELATION_TO_ROAD","INTERSECT_TYPE","TCD_TYPE","URBAN_RURAL","LOCATION_TYPE","SCH_BUS_IND","SCH_ZONE_IND","TOTAL_UNITS","PERSON_COUNT","VEHICLE_COUNT","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT","FATAL_COUNT","INJURY_COUNT","MAJ_INJ_COUNT","MOD_INJ_COUNT","MIN_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_MAJ_INJ_COUNT","BELTED_DEATH_COUNT","BELTED_MAJ_INJ_COUNT","MCYCLE_DEATH_COUNT","MCYCLE_MAJ_INJ_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_MAJ_INJ_COUNT","PED_COUNT","PED_DEATH_COUNT","PED_MAJ_INJ_COUNT","COMM_VEH_COUNT","MAX_SEVERITY_LEVEL","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","LATITUDE","LONGITUDE","DEC_LAT","DEC_LONG","EST_HRS_CLOSED","LANE_CLOSED","LN_CLOSE_DIR","NTFY_HIWY_MAINT","RDWY_SURF_TYPE_CD","SPEC_JURIS_CD","TCD_FUNC_CD","TFC_DETOUR_IND","WORK_ZONE_IND","WORK_ZONE_TYPE","WORK_ZONE_LOC","CONS_ZONE_SPD_LIM","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","FLAG_CRN","INTERSTATE","STATE_ROAD","LOCAL_ROAD","LOCAL_ROAD_ONLY","TURNPIKE","WET_ROAD","SNOW_SLUSH_ROAD","ICY_ROAD","SUDDEN_DEER","SHLDR_RELATED","REAR_END","HO_OPPDIR_SDSWP","HIT_FIXED_OBJECT","SV_RUN_OFF_RD","WORK_ZONE","PROPERTY_DAMAGE_ONLY","FATAL_OR_MAJ_INJ","INJURY","FATAL","NON_INTERSECTION","INTERSECTION","SIGNALIZED_INT","STOP_CONTROLLED_INT","UNSIGNALIZED_INT","SCHOOL_BUS","SCHOOL_ZONE","HIT_DEER","HIT_TREE_SHRUB","HIT_EMBANKMENT","HIT_POLE","HIT_GDRAIL","HIT_GDRAIL_END","HIT_BARRIER","HIT_BRIDGE","OVERTURNED","MOTORCYCLE","BICYCLE","HVY_TRUCK_RELATED","VEHICLE_FAILURE","TRAIN_TROLLEY","PHANTOM_VEHICLE","ALCOHOL_RELATED","DRINKING_DRIVER","UNDERAGE_DRNK_DRV","UNLICENSED","CELL_PHONE","NO_CLEARANCE","RUNNING_RED_LT","TAILGATING","CROSS_MEDIAN","CURVE_DVR_ERROR","LIMIT_65MPH","SPEEDING","SPEEDING_RELATED","AGGRESSIVE_DRIVING","FATIGUE_ASLEEP","DRIVER_16YR","DRIVER_17YR","DRIVER_65_74YR","DRIVER_75PLUS","UNBELTED","PEDESTRIAN","DISTRACTED","CURVED_ROAD","DRIVER_18YR","DRIVER_19YR","DRIVER_20YR","DRIVER_50_64YR","VEHICLE_TOWED","FIRE_IN_VEHICLE","HIT_PARKED_VEHICLE","MC_DRINKING_DRIVER","DRUGGED_DRIVER","INJURY_OR_FATAL","COMM_VEHICLE","IMPAIRED_DRIVER","DEER_RELATED","DRUG_RELATED","HAZARDOUS_TRUCK","ILLEGAL_DRUG_RELATED","ILLUMINATION_DARK","MINOR_INJURY","MODERATE_INJURY","MAJOR_INJURY","NHTSA_AGG_DRIVING","PSP_REPORTED","RUNNING_STOP_SIGN","TRAIN","TROLLEY","ROADWAY_CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ACCESS_CTRL","ROADWAY_COUNTY","LANE_COUNT","RDWY_ORIENT","ROAD_OWNER","ROUTE","SPEED_LIMIT","SEGMENT","OFFSET","STREET_NAME"
"416",2008097715,11,2,2301,2301,2008,8,3,1800,18,1,1,0,4,1,2,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:42.692","79 57:50.299",40.4618988,-79.96399689,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008097715,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008097715,3,4,NA,2,2,"N",4,NA,25,NA,NA,"36TH ST"
"419",2008103987,11,2,2301,2301,2008,8,3,1646,16,1,1,0,4,1,2,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 23:43.861","80 01:26.814",40.39550018,-80.02410126,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008103987,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008103987,3,4,NA,2,2,"N",4,NA,NA,NA,NA,"PIONEER AV"
"420",2008107335,11,2,2301,2301,2008,9,2,921,9,1,1,0,4,1,2,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 26:15.867","79 54:47.257",40.43769836,-79.9131012,1,1,6,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2008107335,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008107335,3,4,NA,2,2,"",4,NA,25,NA,NA,"BEECHWOOD BL"
"421",2008107338,11,2,2301,2301,2008,9,4,1251,12,1,1,0,1,1,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,"40 26:18.992","79 57:46.191",40.43859863,-79.96279907,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008107338,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008107338,3,3,NA,2,4,"W",4,NA,25,NA,NA,"5TH AV"
"423",2008109807,11,2,2301,2301,2008,9,3,759,7,1,1,0,5,1,3,0,3,0,"N","N",2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 26:19.370","79 56:47.173",40.43870163,-79.9464035,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008109807,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008109807,3,4,NA,2,2,"",4,NA,25,NA,NA,"PANTHER HOLLOW RD"
"424",2008110179,11,2,2301,2301,2008,9,2,915,9,1,1,0,2,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:41.752","79 54:28.591",40.46160126,-79.90789795,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2008110179,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008110179,3,4,NA,2,2,"S",4,NA,25,NA,NA,"SHETLAND ST"
"429",2008112791,11,2,2301,2301,2008,10,4,2138,21,3,1,0,1,1,10,0,3,3,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 26:52.641","80 00:07.495",40.44800186,-80.00209808,1,1,1,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2008112791,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2008112791,3,4,NA,2,2,"E",4,NA,35,NA,NA,"ISABELLA ST"
"430",2008114057,11,2,2301,2301,2008,10,1,325,3,3,1,0,4,1,0,0,3,0,"N","N",3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40 27:31.741","79 57:52.286",40.45880127,-79.96450043,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008114057,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2008114057,3,3,NA,2,2,"",4,NA,25,NA,NA,"HERRON AV"
"431",2008114058,11,2,2301,2301,2008,10,3,1725,17,1,1,0,5,1,0,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:47.447","79 59:34.250",40.44649887,-79.99279785,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008114058,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008114058,3,3,NA,2,3,"E",4,NA,25,NA,NA,"SMALLMAN ST"
"432",2008114059,11,2,2301,2301,2008,10,3,1735,17,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 26:16.965","79 55:39.648",40.43799973,-79.92769623,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2008114059,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008114059,3,4,NA,2,2,"",4,NA,25,NA,NA,"FORBES AV"
"433",2008114546,11,2,2301,2301,2008,10,5,2230,22,3,1,0,4,1,2,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 26:56.544","79 56:04.488",40.44900131,-79.93460083,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008114546,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2008114546,3,4,NA,2,1,"E",4,NA,25,NA,NA,"KENTUCKY AV"
"434",2008114555,11,2,2301,2301,2008,10,3,835,8,1,1,0,5,1,0,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:58.560","79 54:09.360",40.44960022,-79.90260315,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008114555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008114555,3,3,3,2,4,"N",2,8,35,64,385,"PENN AV"
"435",2008114571,11,2,2301,2301,2008,10,4,1841,18,4,1,0,4,1,2,3,3,0,"N","N",2,3,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:46.694","79 58:33.420",40.44630051,-79.97599792,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2008114571,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008114571,3,4,NA,2,2,"N",4,NA,25,NA,NA,"WYLIE AV"
"437",2008117042,11,2,2301,2301,2008,10,4,810,8,1,1,0,4,1,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 26:49.657","79 59:19.514",40.44710159,-79.98880005,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008117042,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008117042,3,3,NA,2,4,"W",4,NA,25,NA,NA,"LIBERTY AV"
"438",2008117060,11,2,2301,2301,2008,10,4,1930,19,3,1,0,4,1,1,3,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:48.967","80 03:11.548",40.46360016,-80.05319977,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2008117060,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2008117060,3,4,NA,2,2,"N",4,NA,25,NA,NA,"SAGAMORE ST"
"439",2008119330,11,2,2301,0,2008,7,4,710,7,1,1,0,4,1,1,9,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 26:42.720","79 55:49.080",40.44520187,-79.93029785,NA,0,NA,"N",NA,NA,9,"","N",NA,NA,NA,"","","","","","","","",2008119330,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008119330,3,3,3,2,2,"E",2,2108,NA,120,295,""
"441",2008119436,11,2,2301,0,2008,8,3,545,5,5,1,0,1,1,0,0,3,0,"N","N",3,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 26:20.900","79 56:00.045",40.43909836,-79.9332962,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008119436,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008119436,3,3,NA,2,2,"N",4,NA,25,NA,NA,"NORTHUMBERLAND ST"
"443",2008126684,11,2,2301,2301,2008,11,6,1700,17,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:48.742","79 57:17.341",40.44689941,-79.95480347,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2008126684,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008126684,3,4,NA,2,2,"",4,NA,25,NA,NA,"BIGELOW BL"
"444",2008128934,11,2,2301,2301,2008,11,4,1615,16,1,1,0,4,1,0,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 26:23.265","79 55:10.351",40.43980026,-79.91950226,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008128934,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2008128934,3,3,NA,2,2,"",4,NA,25,NA,NA,"SHADY AV"
"446",2008131625,11,2,2301,2301,2008,12,2,1717,17,3,1,0,4,1,2,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:04.654","79 57:14.666",40.45130157,-79.95410156,NA,0,NA,"",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008131625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2008131625,3,4,NA,2,2,"W",4,NA,25,NA,NA,"CENTRE AV"
"448",2008134046,11,2,2301,2301,2008,2,7,154,1,3,1,1,1,1,1,2,3,0,"N","N",2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,"40 26:37.114","79 59:42.858",40.4435997,-79.99520111,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2008134046,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2008134046,3,4,NA,2,4,"U",4,NA,25,NA,NA,"LIBERTY AV"
"449",2008136303,11,2,2301,2301,2008,12,7,1507,15,1,4,5,7,5,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40 23:47.581","79 59:54.161",40.39659882,-79.99839783,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2008136303,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008136303,3,3,3,2,2,"N",2,51,NA,370,NA,"SAW MILL RUN BL"
"452",2009009511,11,2,2301,2301,2008,12,3,1539,15,1,1,0,6,1,1,2,3,0,"N","N",2,3,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:39.900","79 57:17.187",40.44440079,-79.95480347,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2009009511,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009009511,3,4,NA,2,2,"S",4,NA,NA,NA,NA,"BIGELOW BL"
"453",2009009519,11,2,2301,2301,2009,1,5,820,8,1,1,1,7,1,3,3,3,0,"N","N",5,5,1,0,0,0,0,0,1,0,4,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 24:56.966","80 00:46.774",40.41579819,-80.01300049,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2009009519,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009009519,3,4,NA,2,2,"S",4,NA,25,NA,NA,"BOGGS AV"
"456",2009030316,11,2,2301,2301,2009,3,1,1800,18,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 26:55.712","79 59:15.122",40.44879913,-79.98750305,1,2,4,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2009030316,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2009030316,3,4,NA,2,4,"N",4,NA,25,NA,NA,"16TH ST"
"458",2009036532,11,2,2301,2301,2009,4,5,1123,11,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,"40 26:55.712","79 59:15.122",40.44879913,-79.98750305,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2009036532,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009036532,3,4,NA,2,4,"W",4,NA,25,NA,NA,"PENN AV"
"460",2009039326,11,2,2301,2301,2009,3,3,1530,15,1,1,0,4,1,1,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 23:21.404","79 59:37.071",40.3893013,-79.99359894,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2009039326,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009039326,3,4,NA,2,2,"N",4,NA,25,NA,NA,"QUEENSTON ST"
