"","CRASH_CRN","DISTRICT","CRASH_COUNTY","MUNICIPALITY","POLICE_AGCY","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","COLLISION_TYPE","RELATION_TO_ROAD","INTERSECT_TYPE","TCD_TYPE","URBAN_RURAL","LOCATION_TYPE","SCH_BUS_IND","SCH_ZONE_IND","TOTAL_UNITS","PERSON_COUNT","VEHICLE_COUNT","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT","FATAL_COUNT","INJURY_COUNT","MAJ_INJ_COUNT","MOD_INJ_COUNT","MIN_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_MAJ_INJ_COUNT","BELTED_DEATH_COUNT","BELTED_MAJ_INJ_COUNT","MCYCLE_DEATH_COUNT","MCYCLE_MAJ_INJ_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_MAJ_INJ_COUNT","PED_COUNT","PED_DEATH_COUNT","PED_MAJ_INJ_COUNT","COMM_VEH_COUNT","MAX_SEVERITY_LEVEL","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","LATITUDE","LONGITUDE","DEC_LAT","DEC_LONG","EST_HRS_CLOSED","LANE_CLOSED","LN_CLOSE_DIR","NTFY_HIWY_MAINT","RDWY_SURF_TYPE_CD","SPEC_JURIS_CD","TCD_FUNC_CD","TFC_DETOUR_IND","WORK_ZONE_IND","WORK_ZONE_TYPE","WORK_ZONE_LOC","CONS_ZONE_SPD_LIM","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","FLAG_CRN","INTERSTATE","STATE_ROAD","LOCAL_ROAD","LOCAL_ROAD_ONLY","TURNPIKE","WET_ROAD","SNOW_SLUSH_ROAD","ICY_ROAD","SUDDEN_DEER","SHLDR_RELATED","REAR_END","HO_OPPDIR_SDSWP","HIT_FIXED_OBJECT","SV_RUN_OFF_RD","WORK_ZONE","PROPERTY_DAMAGE_ONLY","FATAL_OR_MAJ_INJ","INJURY","FATAL","NON_INTERSECTION","INTERSECTION","SIGNALIZED_INT","STOP_CONTROLLED_INT","UNSIGNALIZED_INT","SCHOOL_BUS","SCHOOL_ZONE","HIT_DEER","HIT_TREE_SHRUB","HIT_EMBANKMENT","HIT_POLE","HIT_GDRAIL","HIT_GDRAIL_END","HIT_BARRIER","HIT_BRIDGE","OVERTURNED","MOTORCYCLE","BICYCLE","HVY_TRUCK_RELATED","VEHICLE_FAILURE","TRAIN_TROLLEY","PHANTOM_VEHICLE","ALCOHOL_RELATED","DRINKING_DRIVER","UNDERAGE_DRNK_DRV","UNLICENSED","CELL_PHONE","NO_CLEARANCE","RUNNING_RED_LT","TAILGATING","CROSS_MEDIAN","CURVE_DVR_ERROR","LIMIT_65MPH","SPEEDING","SPEEDING_RELATED","AGGRESSIVE_DRIVING","FATIGUE_ASLEEP","DRIVER_16YR","DRIVER_17YR","DRIVER_65_74YR","DRIVER_75PLUS","UNBELTED","PEDESTRIAN","DISTRACTED","CURVED_ROAD","DRIVER_18YR","DRIVER_19YR","DRIVER_20YR","DRIVER_50_64YR","VEHICLE_TOWED","FIRE_IN_VEHICLE","HIT_PARKED_VEHICLE","MC_DRINKING_DRIVER","DRUGGED_DRIVER","INJURY_OR_FATAL","COMM_VEHICLE","IMPAIRED_DRIVER","DEER_RELATED","DRUG_RELATED","HAZARDOUS_TRUCK","ILLEGAL_DRUG_RELATED","ILLUMINATION_DARK","MINOR_INJURY","MODERATE_INJURY","MAJOR_INJURY","NHTSA_AGG_DRIVING","PSP_REPORTED","RUNNING_STOP_SIGN","TRAIN","TROLLEY","ROADWAY_CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ACCESS_CTRL","ROADWAY_COUNTY","LANE_COUNT","RDWY_ORIENT","ROAD_OWNER","ROUTE","SPEED_LIMIT","SEGMENT","OFFSET","STREET_NAME"
"812",2012125729,11,2,2301,2503,2012,12,4,1630,16,1,1,0,5,1,2,0,3,0,"N","N",2,3,1,0,0,1,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,"40 26:39.822","79 56:55.040",40.44440079,-79.94860077,2,1,3,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2012125729,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2012125729,3,3,3,2,2,"E",2,2108,25,100,605,"FORBES AV"
"813",2012128851,11,2,2301,2301,2012,12,5,1725,17,3,2,1,1,1,2,2,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,"40 27:55.000","79 57:04.849",40.46530151,-79.95130157,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2012128851,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2012128851,3,4,NA,2,2,"E",4,NA,25,NA,NA,"CARROLL ST"
"815",2013005387,11,2,2301,2301,2013,1,2,1809,18,3,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:49.482","79 55:25.586",40.46369934,-79.92379761,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013005387,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013005387,3,3,3,2,2,"W",2,2380,55,21,792,"PENN CR"
"816",2013005620,11,2,2301,2301,2013,1,2,2255,22,3,1,0,8,1,2,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 24:40.705","79 56:41.032",40.41130066,-79.94470215,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013005620,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013005620,3,3,3,2,3,"B",2,885,25,260,611,"SECOND AV"
"818",2013010061,11,2,2301,2301,2013,1,7,1318,13,1,1,4,4,1,1,3,3,0,"N","N",2,3,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 23:21.404","79 59:37.071",40.3893013,-79.99359894,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013010061,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013010061,3,4,NA,2,2,"E",4,NA,25,NA,NA,"QUEENSTON ST"
"820",2013019808,11,2,2301,2301,2013,2,5,2126,21,3,1,0,1,1,1,2,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:50.730","79 56:32.895",40.44739914,-79.94249725,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013019808,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013019808,3,4,NA,2,2,"S",4,NA,25,NA,NA,"MOREWOOD AV"
"821",2013020277,11,2,2301,2301,2013,2,7,228,2,3,1,0,1,1,1,2,3,0,"N","N",3,5,2,1,0,0,0,0,0,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,"40 25:43.581","79 59:07.240",40.42879868,-79.98529816,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013020277,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2013020277,3,3,3,2,2,"B",2,837,25,540,932,"EAST CARSON ST"
"822",2013020720,11,2,2301,2301,2013,2,1,1845,18,3,1,0,8,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 26:17.818","79 59:45.880",40.43830109,-79.99610138,1,1,4,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2013020720,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2013020720,3,4,NA,2,3,"W",4,NA,25,NA,NA,"ROSS ST"
"823",2013020747,11,2,2301,2301,2013,2,1,2100,21,3,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:26.053","79 56:02.637",40.4571991,-79.93409729,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013020747,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013020747,3,4,NA,2,2,"S",4,NA,25,NA,NA,"S NEGLEY AV"
"824",2013026863,11,2,2301,2503,2013,3,4,1135,11,1,4,1,5,1,3,2,3,0,"N","N",3,3,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,"40 26:35.894","79 59:47.648",40.44329834,-79.99659729,2,1,3,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2013026863,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013026863,3,4,NA,2,3,"N",4,NA,25,NA,NA,"SMITHFIELD ST"
"825",2013027472,11,2,2301,2301,2013,3,5,2214,22,3,1,0,4,1,2,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 24:39.806","79 57:19.947",40.41109848,-79.95549774,1,1,4,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2013027472,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013027472,3,3,3,2,2,"B",2,837,55,490,505,"EAST CARSON ST"
"826",2013031547,11,2,2301,2301,2013,3,3,1150,11,1,1,0,5,1,1,2,3,0,"N","N",2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:51.748","79 56:19.939",40.4477005,-79.93890381,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013031547,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013031547,3,4,NA,2,2,"N",4,NA,25,NA,NA,"AMBERSON AV"
"827",2013031778,11,2,2301,2301,2013,3,3,1910,19,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 26:16.965","79 55:39.648",40.43799973,-79.92769623,1,1,7,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2013031778,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013031778,3,4,NA,2,2,"N",4,NA,25,NA,NA,"WIGHTMAN ST"
"830",2013039060,11,2,2301,2301,2013,4,7,141,1,3,1,0,8,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:45.673","79 57:03.412",40.46269989,-79.95089722,1,1,1,"N",NA,NA,3,"Y","N",NA,NA,NA,"","","","","","","","",2013039060,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013039060,3,4,NA,2,1,"N",4,NA,25,NA,NA,"TAYLOR ST"
"831",2013042857,11,2,2301,2301,2013,4,2,1708,17,1,1,0,8,1,2,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,"40 26:45.060","79 54:04.885",40.44589996,-79.90139771,3,2,5,"N",NA,NA,0,"Y","N",NA,NA,NA,"","","","","","","","",2013042857,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013042857,3,4,NA,2,2,"S",4,NA,25,NA,NA,"S LEXINGTON ST"
"832",2013044010,11,2,2301,2301,2013,4,4,1745,17,1,1,0,6,1,0,0,3,0,"N","N",2,5,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:21.350","79 59:27.110",40.43930054,-79.99089813,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2013044010,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013044010,3,3,NA,2,4,"N",4,NA,25,NA,NA,"WASHINGTON PL"
"833",2013044427,11,2,2301,2301,2013,4,7,1150,11,1,1,0,4,1,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,"40 26:21.051","79 57:59.439",40.43920135,-79.96649933,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2013044427,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013044427,3,3,NA,2,2,"E",4,NA,25,NA,NA,"BURROWS ST"
"834",2013045332,11,2,2301,2301,2013,4,3,1345,13,1,1,0,2,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:25.666","79 56:31.830",40.44049835,-79.94219971,1,2,5,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2013045332,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013045332,3,4,NA,2,2,"N",4,NA,20,NA,NA,"TECH ST"
"835",2013046748,11,2,2301,2301,2013,5,7,1649,16,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 23:21.404","79 59:37.071",40.3893013,-79.99359894,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2013046748,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013046748,3,4,NA,2,2,"E",4,NA,25,NA,NA,"WALTON AV"
"837",2013052204,11,2,2301,2301,2013,5,3,835,8,1,1,0,4,1,2,0,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:17.882","79 56:42.711",40.45489883,-79.94529724,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2013052204,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013052204,3,3,3,2,4,"E",2,400,55,50,2300,"BAUM BL"
"838",2013052918,11,2,2301,2301,2013,5,6,1730,17,1,1,0,4,1,1,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:43.171","79 55:28.502",40.4620018,-79.92459869,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2013052918,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013052918,3,4,NA,2,2,"N",4,NA,25,NA,NA,"N HIGHLAND ST"
"839",2013053152,11,2,2301,2301,2013,5,5,1730,17,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:57.102","80 00:17.827",40.44919968,-80.00499725,1,1,1,"N",NA,NA,3,"Y","N",NA,NA,NA,"","","","","","","","",2013053152,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013053152,3,4,NA,2,2,"E",4,NA,25,NA,NA,"LACOCK ST"
"840",2013056929,11,2,2301,2503,2013,6,2,1614,16,1,1,0,4,1,2,2,3,0,"N","N",2,17,1,0,0,1,0,0,0,0,1,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,"40 26:34.425","79 59:53.242",40.44290161,-79.99810028,2,1,6,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2013056929,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013056929,3,4,NA,2,3,"N",4,NA,25,NA,NA,"NINTH AV"
"842",2013059485,11,2,2301,2301,2013,6,2,1300,13,1,1,0,2,6,0,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:17.643","80 00:53.467",40.45489883,-80.01490021,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2013059485,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013059485,3,3,NA,2,2,"N",4,NA,25,NA,NA,"BRIGHTON RD"
"843",2013059748,11,2,2301,2301,2013,6,2,44,0,3,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 26:49.423","79 56:50.276",40.44710159,-79.94730377,1,1,3,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2013059748,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013059748,3,4,NA,2,2,"S",4,NA,25,NA,NA,"NEVILLE ST"
"847",2013060930,11,2,2301,2301,2013,6,6,1515,15,1,1,0,4,4,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:57.102","80 00:17.827",40.44919968,-80.00499725,1,1,2,"N",NA,NA,3,"Y","N",NA,NA,NA,"","","","","","","","",2013060930,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013060930,3,4,NA,2,4,"E",4,NA,35,NA,NA,"LACOCK ST"
"848",2013061125,11,2,2301,2301,2013,6,6,1936,19,1,1,0,4,1,1,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 27:03.682","79 59:08.700",40.45100021,-79.9858017,1,1,3,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2013061125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013061125,3,4,NA,2,2,"N",4,NA,25,NA,NA,"18TH ST"
